"project_id","is_geocoded","project_title","start_actual_isodate","start_actual_type","end_actual_isodate","end_actual_type","donors","donors_iso3","recipients","recipients_iso3","ad_sector_codes","ad_sector_names","ad_purpose_codes","ad_purpose_names","status","transactions_start_year","transactions_end_year","total_commitments","total_disbursements"
"SL/001352","1","Awearness","2010-01-01","start-actual","2010-12-31","","WHO","DAC","Sierra Leone","SLE","122","Basic health","12281","Health personnel development","Completion","2010","2010","7659.0","7659.0"
"SL/001353","1","Inter-Sectoral Collaboration","2010-01-01","start-actual","2010-12-31","","WHO","DAC","Sierra Leone","SLE","122","Basic health","12281","Health personnel development","Completion","2010","2010","7149.0","7149.0"
"SL/001354","1","Data Management","2010-01-01","start-actual","2010-12-31","","WHO","DAC","Sierra Leone","SLE","122","Basic health","12281","Health personnel development","Completion","2010","2010","8681.0","8681.0"
"SL/001355","1","Gender Issues","2010-01-01","start-actual","2010-12-31","","WHO","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13020","Reproductive health care","Completion","2010","2010","8170.0","8170.0"
"SL/001356","1","Environmental Health Division","2010-01-01","start-actual","2010-12-31","","WHO","DAC","Sierra Leone","SLE","122","Basic health","12230","Basic health infrastructure","Completion","2010","2010","6638.0","6638.0"
"SL/001357","1","Food safety and nutrition","2010-01-01","start-actual","2010-12-31","","WHO","DAC","Sierra Leone","SLE","122","Basic health","12250","Infectious & Parasitic disease control","Completion","2010","2010","9191.0","9191.0"
"SL/001358","1","Nutritional Programme","2010-01-01","start-actual","2010-12-31","","WHO","DAC","Sierra Leone","SLE","122","Basic health","12240","Basic nutrition","Completion","2010","2010","9191.0","9191.0"
"SL/001359","1","Disease Surveillance","2010-01-01","start-actual","2010-12-31","","WHO","DAC","Sierra Leone","SLE","122","Basic health","12250","Infectious & Parasitic disease control","Completion","2010","2010","9191.0","9191.0"
"SL/001360","1","Primary Health care","2010-01-01","start-actual","2010-12-31","","WHO","DAC","Sierra Leone","SLE","122","Basic health","12230","Basic health infrastructure","Completion","2010","2010","6127.0","6127.0"
"SL/001361","1","Coordination","2010-01-01","start-actual","2010-12-31","","WHO","DAC","Sierra Leone","SLE","122","Basic health","12230","Basic health infrastructure","Completion","2010","2010","6127.0","6127.0"
"SL/001362","1","Management","2010-01-01","start-actual","2010-12-31","","WHO","DAC","Sierra Leone","SLE","122","Basic health","12230","Basic health infrastructure","Completion","2010","2010","13277.0","13277.0"
"SL/001363","1","Capacity building","2010-01-01","start-actual","2010-12-31","","WHO","DAC","Sierra Leone","SLE","122","Basic health","12281","Health personnel development","Completion","2010","2010","28086.0","28086.0"
"SL/001364","1","Management","2010-01-01","start-actual","2010-12-31","","WHO","DAC","Sierra Leone","SLE","122","Basic health","12230","Basic health infrastructure","Completion","2010","2010","10213.0","10213.0"
"SL/001365","1","Policies","2010-01-01","start-actual","2010-12-31","","WHO","DAC","Sierra Leone","SLE","122","Basic health","12230","Basic health infrastructure","Completion","2010","2010","10213.0","10213.0"
"SL/001366","1","Capacity building","2010-01-01","start-actual","2010-12-31","","WHO","DAC","Sierra Leone","SLE","122","Basic health","12230","Basic health infrastructure","Completion","2010","2010","20426.0","20426.0"
"SL/001368","1","National AIDS Spending Assesment","2009-09-01","start-actual","2009-10-01","","UNAIDS","DAC","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","2009","2009","",""
"SL/001369","1","Mapping of CBOs and FBOs","2009-02-02","start-actual","2009-03-02","","Irish Aid","IRL","Sierra Leone","SLE","151","Government and civil society, general","15150","Strengthening civil society","Completion","2009","2009","",""
"SL/001370","1","SUPPORT TO THE LEGISLATION OF HIV LAW","2009-02-02","start-actual","","","Irish Aid|UNAIDS","IRL|DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13040","STD control including HIV/AIDS","Completion","2009","2009","",""
"SL/001371","1","Capacity strengthening for PLHIV support groups","2009-02-02","start-actual","","","Irish Aid","IRL","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13040","STD control including HIV/AIDS","Completion","2009","2009","",""
"SL/001373","1","Monitoring and oversight of CRIS","2010-01-01","start-actual","","","Irish Aid","IRL","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","2010","2010","",""
"SL/001374","1","Strengthening the Business Coalition","2010-01-01","start-actual","","","Irish Aid","IRL","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","2010","2010","",""
"SL/001376","1","Procurement of furniture","2009-01-01","start-actual","","","Irish Aid","IRL","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","2009","2009","",""
"SL/001377","1","Stationaries for DACs","2009-01-01","start-actual","","","Irish Aid","IRL","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","2009","2009","",""
"SL/001378","1","Assistance to PLHIV","2009-01-01","start-actual","","","Irish Aid","IRL","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","2009","2009","",""
"SL/001379","1","Capacity strengthening for the media","2009-01-01","start-actual","","","Irish Aid","IRL","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13040","STD control including HIV/AIDS","Completion","2009","2009","",""
"SL/001380","1","Procure reporting material for the media","2009-01-01","start-actual","","","Irish Aid","IRL","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13040","STD control including HIV/AIDS","Completion","2009","2009","",""
"SL/001381","1","Networking workshop for stakeholders","2010-01-01","start-actual","","","Irish Aid","IRL","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","2010","2010","",""
"SL/001382","1","Support to M&E and operationalisation of CRIS","2010-01-01","start-actual","","","Irish Aid","IRL","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","2010","2010","",""
"SL/001383","1","Capacity strengthening of implementing partners","2010-01-01","start-actual","","","Irish Aid","IRL","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","2010","2010","",""
"SL/001384","1","Joint UN Programme of Support","2010-01-01","start-actual","","","Irish Aid","IRL","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","2010","2010","",""
"SL/001385","1","Global Fund Round 9","2010-01-01","start-actual","","","Irish Aid","IRL","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","2010","2010","",""
"SL/001386","1","Know your Epidemic / Know your Response","2010-01-01","start-actual","","","Irish Aid","IRL","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","2010","2010","",""
"SL/001387","1","Final Joint Programme review of the NSP 2006-2010","2010-07-01","start-actual","","","Irish Aid","IRL","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","2010","2010","",""
"SL/001388","1","National Strategic Plan on HIV/AIDS 2011-2015","2010-09-01","start-actual","","","UNAIDS","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13040","STD control including HIV/AIDS","Implementation","2010","2010","",""
"SL/001389","1","National Operational Plan on HIV/AIDS 2011-2012","2010-10-01","start-actual","","","UNAIDS","DAC","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Implementation","2010","2010","",""
"SL/001391","1","Strengthen capacity and mobilize resources for the Joint team on AIDS","2011-11-25","start-actual","2011-11-28","","UNAIDS","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13040","STD control including HIV/AIDS","Completion","2011","2011","5000.0","5000.0"
"SL/001392","1","Consultative meeting of Networks and Coalitions working within the response to HIV","2010-06-01","start-actual","","","UNAIDS","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13040","STD control including HIV/AIDS","Implementation","2010","2010","",""
"SL/001393","0","Universal Access consultation meeting","2010-05-01","start-actual","","","UNAIDS","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13040","STD control including HIV/AIDS","Implementation","2010","2010","",""
"SL/001394","1","Women and girls HIV issues alignmed with the  new natonal strategic plan (2011-2015) and operational plan (2011-2012)","2010-06-01","start-actual","","","UNAIDS","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13040","STD control including HIV/AIDS","Implementation","2010","2010","",""
"SL/001395","0","Review of the Implementation of the "" Three Ones"" principles","2010-03-01","start-actual","","","UNAIDS","DAC","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","2010","2010","",""
"SL/001399","1","Facilitate/support the HIV and AIDS component of the UN Joint Vision Programmes","2011-01-01","start-actual","2011-08-30","","UNAIDS","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13040","STD control including HIV/AIDS","Completion","2011","2011","18800.0","4200.0"
"SL/001400","1","World AIDS Day / World AIDS Campaign 2010","2010-12-01","start-actual","","","UNAIDS","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13040","STD control including HIV/AIDS","Pipeline/identification","2010","2010","",""
"SL/001401","1","Nationwide Communication Strategy for ΓÇÌJoint Programme Review of the NSP 2006 -2010 Know your Epidemic Know your Response, National Strategic Plan 2011-2015 & National Operational Plan 2011-2012ΓÇÕ launched at the National Partnership Forum on AIDS","2010-08-01","start-actual","","","UNAIDS","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13040","STD control including HIV/AIDS","Implementation","2010","2010","",""
"SL/001402","1","Livelihood Support to People Living with HIV","2010-08-01","start-actual","","","UNAIDS","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13040","STD control including HIV/AIDS","","2010","2010","",""
"SL/001403","1","Social Services and Good Governance : Support to the reform of the civil service","2011-07-20","start-actual","2015-07-20","","European Union (EU)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Pipeline/identification","2011","2015","4429351.0",""
"SL/001404","1","Refugees in Rural  and Urban Areas  in Sierra Leone","2011-01-03","start-actual","2011-12-31","","UNHCR","DAC","Sierra Leone","SLE","151|312|210|114|160|130|311","Government and civil society, general|Forestry|Transport and Storage|Post-secondary education|Other Social Infrastructure and Services|Population Policies / Programmes and Reproductive Health|Agriculture","15141|31210|21020|11420|16010|13040|31120","Government administration|Forestry policy and administrative management|Road transport|Higher education|Social/ welfare services|STD control including HIV/AIDS|Agricultural development","Pipeline/identification","2011","2011","1226232.0","316556.0"
"SL/001406","0","West Africa Regional Communication Infrastructure Project","2010-06-23","start-actual","2013-12-31","","World Bank","DAC","Sierra Leone","SLE","220","Communications","22040","Information and communication technology (ICT)","Implementation","2010","2013","16224676.0","16224676.0"
"SL/001407","1","Integrated Public Financial Management Reform","2009-12-15","start-actual","2014-03-31","","World Bank","DAC","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Implementation","2009","2014","11238727.0","11238727.0"
"SL/001408","1","SL - Decentralized Service Delivery Project","2010-02-15","start-actual","2012-06-29","","World Bank","DAC","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Completion","2010","2012","8566277.0","8566277.0"
"SL/001409","1","UN 10 01 - UN Joint Programme Nutrition","2010-09-01","start-actual","2011-08-31","","Irish Aid","IRL","Sierra Leone","SLE","122","Basic health","12240","Basic nutrition","Completion","2010","2011","3015849.0","3015849.0"
"SL/001410","1","UN 10 01 - Joint Programme - Reproductive and Child Health","2010-09-01","start-actual","2011-08-31","","Irish Aid","IRL","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13020","Reproductive health care","Completion","2010","2011","1507924.0","1507924.0"
"SL/001411","1","Development Planning Advisor","2009-04-29","start-actual","2011-04-30","","Japanese International Cooperation Agency (JICA)","JPN","Sierra Leone","SLE","510","General budget support","51010","General budget support","Completion","2009","2011","260958.0","260958.0"
"SL/001412","1","Enhancement on Capacity Development for Maintaining Power Supply Facilities( Priliminary Study Including Pipeline Expert)","2010-12-15","start-actual","2013-12-14","","Japanese International Cooperation Agency (JICA)","JPN","Sierra Leone","SLE","230","Energy Generation and Supply","23000","Energy generation and supply, combinations ofpurposes","Implementation","2010","2013","4048099.0","4048099.0"
"SL/001413","1","Sustainable Rice Development Project","2010-10-05","start-actual","2014-10-05","","Japanese International Cooperation Agency (JICA)","JPN","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Implementation","2010","2014","3138846.0","3138846.0"
"SL/001414","1","Establishment of Rural Water Supply System in Kambia Town ( Basic Design Study) Phase 1 and Phase 2","2010-04-23","start-actual","2012-12-15","","Japanese International Cooperation Agency (JICA)","JPN","Sierra Leone","SLE","140","Water Supply and Sanitation","14020","Water supply and sanitation - large systems","Implementation","2010","2012","5701050.0","5701050.0"
"SL/001416","1","Quilt Making and Artifacts Design","2009-11-12","start-actual","2010-11-12","","US Embassy","USA","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","2009","2010","",""
"SL/001417","1","Institutional Support Project to Strengthen PFM and Energy Sectors","2006-07-18","start-actual","2011-12-30","","African Development Bank (AfDB)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15121","Public sector financial management","Completion","2006","2011","4602266.0","4601985.0"
"SL/001418","1","School Feeding in Support of the Government of Sierra Leone's Smallholder Commercialization Programme","2010-10-21","start-actual","2011-06-30","","Irish Aid","IRL","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Completion","2010","2011","1130724.0","765840.0"
"SL/001419","1","Priority Infrastructure Works","2010-11-04","start-actual","2017-11-04","","European Union (EU)","DAC","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Implementation","2010","2017","35325815.0","16208269.0"
"SL/001420","1","Electoral Assistance Project","2010-11-04","start-actual","2017-11-04","","European Union (EU)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15150","Strengthening civil society","Pipeline/identification","2010","2017","3902566.0","3902566.0"
"SL/001421","1","Transnational Organised Crime Unit (TOCU)","2010-11-24","start-actual","2011-11-23","","Irish Aid","IRL","Sierra Leone","SLE","151","Government and civil society, general","15130","Legal and judicial development","Completion","2010","2011","75395.0","75395.0"
"SL/001422","1","IRC 10 02","2010-12-15","start-actual","2012-12-14","","Irish Aid","IRL","Sierra Leone","SLE","121","Health, general","12191","Medical services","Completion","2010","2012","1055356.0","1055356.0"
"SL/001423","1","Kenema - Pendembu Road","2009-02-02","start-actual","2013-12-31","","Arab Bank for Economic Development in Africa (BADEA)|OPEC|Saudi Arabia|Kuwait Fund|Islamic Development Bank (IDB)","KWT|SAU|DAC","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Implementation","2009","2013","33463433.0","32538046.0"
"SL/001424","1","Lungi - Port Loko  Road","2009-09-17","start-actual","2015-12-21","","African Development Bank (AfDB)","DAC","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Implementation","2009","2015","34492215.0","34492214.0"
"SL/001425","1","Strengthening of three tertiary hospitals in Sierra Leone ( Cannaught,PCMH,andOla During hospitals)","2011-06-01","start-actual","","","Kuwait Fund","KWT","Sierra Leone","SLE","122","Basic health","12230","Basic health infrastructure","Pipeline/identification","2011","2011","",""
"SL/001426","1","Wilkinson Road Widdening Project","2010-07-01","start-actual","2011-07-01","","GOSL","SLE","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Completion","2010","2011","14325561.0","11247057.0"
"SL/001428","1","Rehabilitation/ Reconstruction of Roads in Bo, Kenema, Makeni and Magburaka","2010-03-01","start-actual","2011-03-31","","GOSL","SLE","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Completion","2010","2011","13460426.0","13460426.0"
"SL/001430","1","Rehabilitation/ Reconstruction of roads in Kono, Kailahun and Kabala","2010-11-01","start-actual","2011-11-30","","GOSL","SLE","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Completion","2010","2011","18125323.0","18125323.0"
"SL/001431","1","Rehabilitation of roads in the Western Area of Freetown","2010-02-01","start-actual","2011-08-31","","GOSL","SLE","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Completion","2010","2011","7735301.0","7735301.0"
"SL/001437","1","Rehabilitation/ reconstruction of roads in Port Loko, Kambia and Lunsar (13.82Km)","2010-04-01","start-actual","2011-04-30","","GOSL","SLE","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Completion","2010","2011","8952607.0","8952607.0"
"SL/001438","1","Youth Employment Support","2010-10-18","start-actual","2014-12-31","","World Bank","DAC","Sierra Leone","SLE","160|122","Other Social Infrastructure and Services|Basic health","16010|12261","Social/ welfare services|Health education","Implementation","2010","2014","13456582.0","13456582.0"
"SL/001439","1","Education for All-Fast Track Initiative Project","2008-11-15","start-actual","2013-12-31","","World Bank","DAC","Sierra Leone","SLE","112|113","Basic education|Secondary Education","11220|11320","Primary education|Secondary education","Completion","2008","2013","6004377.0","6004377.0"
"SL/001440","1","Extractive Industries and Transperency Initiative","2009-04-21","start-actual","2011-04-30","","World Bank","DAC","Sierra Leone","SLE","322","Mineral Resources and Mining","32210","Mineral/mining policy and administrative management","Completion","2009","2011","320839.0","244866.0"
"SL/001441","1","Reproductive and Child Health Project - Phase 2","2010-10-01","start-actual","2013-12-31","","World Bank","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13020","Reproductive health care","Implementation","2010","2013","15629759.0","15629759.0"
"SL/001442","1","UNHCR Support to Reintegration","2005-05-13","start-actual","","","UNHCR","DAC","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","2005","2005","",""
"SL/001443","1","Re-integration of Ex-com.throu","2009-01-01","start-actual","2009-12-31","","UNDP","DAC","Sierra Leone","SLE","160","Other Social Infrastructure and Services","16010","Social/ welfare services","Completion","2009","2009","",""
"SL/001444","1","Support to Aid Policy Implementation","2010-01-01","start-actual","2013-12-31","","UNDP|Department for International Development (DFID)|GOSL","SLE|GBR|DAC","Sierra Leone","SLE","510|151","General budget support|Government and civil society, general","51010|15140","General budget support|Government administration","Implementation","2010","2013","777648.0","425514.0"
"SL/001445","1","SL GEF Biodiversity Conservation Project","2010-05-27","start-actual","2014-12-01","","World Bank","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Implementation","2010","2014","7920831.0","2818308.0"
"SL/001446","1","The Project for the Urgent Improvement of Power Distribution System in Freetown","2010-11-17","start-actual","2011-08-31","","Japanese International Cooperation Agency (JICA)","JPN","Sierra Leone","SLE","230","Energy Generation and Supply","23000","Energy generation and supply, combinations ofpurposes","Completion","2010","2011","509194.0","509194.0"
"SL/001447","1","2010 MAPS Concern","2010-01-01","start-actual","2010-12-31","","Irish Aid","IRL","Sierra Leone","SLE","998|311","Unallocated / Unspecified|Agriculture","99810|31120","Sectors not specified|Agricultural development","Completion","2010","2010","1179563.0","1179563.0"
"SL/001448","1","2010 MAPS Christian Aid","2010-01-01","start-actual","2010-12-31","","Irish Aid","IRL","Sierra Leone","SLE","311|151","Agriculture|Government and civil society, general","31120|15140","Agricultural development|Government administration","Completion","2010","2010","863367.0",""
"SL/001449","1","2010 MAPS GOAL","2010-01-01","start-actual","2010-12-31","","Irish Aid","IRL","Sierra Leone","SLE","111|311|130|120","Education, level unspecified|Agriculture|Population Policies / Programmes and Reproductive Health|Health","11105|31120|13040|12005","Education, level unspecified,purpose unspecified|Agricultural development|STD control including HIV/AIDS|Health, purpose unspecified","Completion","2010","2010","2312252.0",""
"SL/001450","1","2010 MAPS Trocaire","2010-01-01","start-actual","2010-12-31","","Irish Aid","IRL","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Completion","2010","2010","283896.0","283896.0"
"SL/001451","1","2010 World Vision","2010-01-01","start-actual","2010-12-31","","Irish Aid","IRL","Sierra Leone","SLE","120","Health","12005","Health, purpose unspecified","Completion","2010","2010","294046.0","294046.0"
"SL/001452","1","2010 Sightsavers International","2010-01-01","start-actual","2010-12-31","","Irish Aid","IRL","Sierra Leone","SLE","120","Health","12005","Health, purpose unspecified","Completion","2010","2010","196029.0","196029.0"
"SL/001453","1","2009 MAPS Concern","2009-01-01","start-actual","2010-12-31","","Irish Aid","IRL","Sierra Leone","SLE","311|111|120","Agriculture|Education, level unspecified|Health","31120|11105|12005","Agricultural development|Education, level unspecified,purpose unspecified|Health, purpose unspecified","Completion","2009","2010","1071257.0","1071257.0"
"SL/001454","1","2009 MAPS Christian Aid","2009-01-01","start-actual","2009-12-31","","Irish Aid","IRL","Sierra Leone","SLE","311|151","Agriculture|Government and civil society, general","31120|15140","Agricultural development|Government administration","Completion","2009","2009","944705.0","944705.0"
"SL/001455","1","2009 MAPS GOAL","2009-01-01","start-actual","2009-12-31","","Irish Aid","IRL","Sierra Leone","SLE","111|311|130|120","Education, level unspecified|Agriculture|Population Policies / Programmes and Reproductive Health|Health","11105|31120|13040|12005","Education, level unspecified,purpose unspecified|Agricultural development|STD control including HIV/AIDS|Health, purpose unspecified","Completion","2009","2009","1803421.0","1803421.0"
"SL/001456","1","20009 MAPS Trocaire","2009-01-01","start-actual","2009-12-31","","Irish Aid","IRL","Sierra Leone","SLE","151","Government and civil society, general","15150","Strengthening civil society","Completion","2009","2009","209938.0","209938.0"
"SL/001457","1","Advancing Technical Vocational Capacities for Employment and Enterprise in SL","2010-12-07","start-actual","2013-12-07","","European Union (EU)","DAC","Sierra Leone","SLE","160|160","Other Social Infrastructure and Services|Other Social Infrastructure and Services","16010|16010","Social/ welfare services|Social/ welfare services","Implementation","2010","2013","750140.0","484934.0"
"SL/001458","1","Resource Governance Programme (Regional Programme)","2009-10-01","start-actual","2012-09-30","","Germany","DEU","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Completion","2009","2012","1223727.0","1216790.0"
"SL/001459","1","Indian Line of Credit to Agriculture","2009-01-01","start-actual","2011-12-31","","Exim Bank (India)","IND","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Implementation","2009","2011","14165217.0","13847360.0"
"SL/001461","1","Promoting Behaviour Change and Building Capacity for Malaria Prevention in Moyamba and Port Loko districts in Sierra Leone","2006-12-29","start-actual","2013-09-27","","European Union (EU)","DAC","Sierra Leone","SLE","122","Basic health","12250","Infectious & Parasitic disease control","Implementation","2006","2013","1078828.0","1108727.0"
"SL/001462","1","Facilitating combined efforts in providing physical rehabilitation services in SL","2006-12-22","start-actual","2011-06-30","","European Union (EU)","DAC","Sierra Leone","SLE","160","Other Social Infrastructure and Services","16010","Social/ welfare services","Completion","2006","2011","1078828.0","1133904.0"
"SL/001464","1","Bumbuna Hydroelectric Power","2009-01-01","start-actual","2009-12-31","","OPEC","DAC","Sierra Leone","SLE","230","Energy Generation and Supply","23000","Energy generation and supply, combinations ofpurposes","Completion","2009","2009","5174823.0","4546824.0"
"SL/001465","1","Food Security and Rehabilitation of Basic Infrastructure in Pujehun District","2010-01-01","start-actual","2013-09-30","","Germany","DEU","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Implementation","2010","2013","1539887.0","1539887.0"
"SL/001466","1","Opening Political Space at Chiefdom & Ward levels for marginalised Voices: Women and Youth","2010-09-15","start-actual","2013-01-03","","European Union (EU)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15150","Strengthening civil society","Implementation","2010","2013","825270.0","748764.0"
"SL/001467","1","Technical Cooperation Facility (TCF) III","2008-12-01","start-actual","2015-12-01","","European Union (EU)","DAC","Sierra Leone","SLE","151|160","Government and civil society, general|Other Social Infrastructure and Services","15140|16030","Government administration|Housing policy and administrative management","Implementation","2008","2015","9054025.0","3659853.0"
"SL/001468","1","Advancing TechnicalVocational capacities for employment and enterprise development in SL","2010-12-06","start-actual","2013-12-07","","European Union (EU)","DAC","Sierra Leone","SLE","160","Other Social Infrastructure and Services","16010","Social/ welfare services","Implementation","2010","2013","619926.0","620896.0"
"SL/001469","1","Unblocking the cocoa value chain through informal and formal pathways to learning in eastern SL","2011-01-03","start-actual","2013-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","311|112","Agriculture|Basic education","31191|11230","Agricultural services, purpose|Basic life skills for youth and adults","Implementation","2011","2013","1341360.0","1238277.0"
"SL/001470","1","From economic nuisance to economic empowerment: improving livelihoods of vulnerable populations","2010-12-08","start-actual","2013-12-08","","European Union (EU)","DAC","Sierra Leone","SLE","998|111|160","Unallocated / Unspecified|Education, level unspecified|Other Social Infrastructure and Services","99810|11105|16010","Sectors not specified|Education, level unspecified,purpose unspecified|Social/ welfare services","Implementation","2010","2013","1090599.0","800797.0"
"SL/001471","0","Improve social inclusion and increase employment opportunities for disabled people in SL, Tanzania and Uganda","2010-12-23","start-actual","2013-12-23","","European Union (EU)","DAC","Sierra Leone","SLE","998|160|160","Unallocated / Unspecified|Other Social Infrastructure and Services|Other Social Infrastructure and Services","99810|16010|16010","Sectors not specified|Social/ welfare services|Social/ welfare services","Implementation","2010","2013","2695379.0","2439582.0"
"SL/001472","0","Supporting Youth Livelihoods in Liberia and SL","2008-12-09","start-actual","2017-11-30","","European Union (EU)","DAC","Sierra Leone","SLE","111","Education, level unspecified","11105","Education, level unspecified,purpose unspecified","Implementation","2008","2017","1291410.0","1191126.0"
"SL/001473","1","Improving Health Outcomes through strengthening Public and non governmental sector services","2010-12-14","start-actual","2014-12-31","","European Union (EU)","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13020","Reproductive health care","Implementation","2010","2014","1246279.0","1116705.0"
"SL/001474","1","Preventing substance abuse among young people in Freetown, Sierra Leone","2010-12-23","start-actual","2012-04-23","","European Union (EU)","DAC","Sierra Leone","SLE","160|121","Other Social Infrastructure and Services|Health, general","16010|12191","Social/ welfare services|Medical services","Completion","2010","2012","417342.0","411285.0"
"SL/001476","1","Support to the Strategy and Policy Unit in the office of the President","2010-11-10","start-actual","2012-11-09","","UNDP|Department for International Development (DFID)|European Union (EU)","GBR|DAC","Sierra Leone","SLE","510","General budget support","51010","General budget support","Completion","2010","2012","1063999.0","983499.0"
"SL/001477","1","Small Scale German Embassy Projects 2011","2011-01-01","start-actual","2011-12-31","","Germany","DEU","Sierra Leone","SLE","311|111|120","Agriculture|Education, level unspecified|Health","31120|11105|12005","Agricultural development|Education, level unspecified,purpose unspecified|Health, purpose unspecified","Completion","2011","2011","54691.0","54691.0"
"SL/001478","1","School Feeding and Promotion of Rural Dvelopment","2011-07-11","start-actual","2012-08-31","","Germany","DEU","Sierra Leone","SLE","111","Education, level unspecified","11105","Education, level unspecified,purpose unspecified","Completion","2011","2012","636672.0","636672.0"
"SL/001479","1","Support to the Sierra Leone Broadcasting Corporation","2010-01-01","start-actual","2012-12-31","","Germany","DEU","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Completion","2010","2012","396365.0","396365.0"
"SL/001481","1","Project for Improving Quality of Mathematics and Science Education in Junior Secondary School (IQMAS)","2011-11-27","start-actual","2015-11-26","","Japanese International Cooperation Agency (JICA)","JPN","Sierra Leone","SLE","111","Education, level unspecified","11105","Education, level unspecified,purpose unspecified","Implementation","2011","2015","800406.0","800406.0"
"SL/001482","1","UNDP Elections Basket Fund","2011-08-01","start-actual","","","Irish Aid","IRL","Sierra Leone","SLE","151","Government and civil society, general","15150","Strengthening civil society","Completion","2011","2011","1359064.0","1359064.0"
"SL/001484","1","Replenishment of food security stocks - PH","2010-01-04","start-actual","2011-12-31","","Islamic Development Bank (IDB)","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Completion","2010","2011","306395.0","298549.0"
"SL/001485","1","Technical Assistance for Capacity Buildinig","2010-10-01","start-actual","2012-09-28","","Islamic Development Bank (IDB)","DAC","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Completion","2010","2012","275755.0","273713.0"
